strat,init_dist,p_om,time_taken 
1,18,0.5,21
2,18,0.5,29
3,18,0.5,18
1,15,0.1,13
2,15,0.1,164
3,15,0.1,58
1,11,0.2,12
2,11,0.2,81
3,11,0.2,28
1,18,0.3,16
2,18,0.3,56
3,18,0.3,38
1,17,0.4,19
2,17,0.4,30
3,17,0.4,24
1,16,0.5,14
2,16,0.5,20
3,16,0.5,16
1,12,0.1,11
2,12,0.1,119
3,12,0.1,75
1,14,0.2,11
2,14,0.2,26
3,14,0.2,51
1,17,0.3,21
2,17,0.3,17
3,17,0.3,29
1,18,0.4,19
2,18,0.4,28
3,18,0.4,25
1,11,0.5,10
2,11,0.5,15
3,11,0.5,11
1,10,0.1,11
2,10,0.1,14
3,10,0.1,68
1,15,0.2,16
2,15,0.2,48
3,15,0.2,24
1,11,0.3,15
2,11,0.3,39
3,11,0.3,13
1,17,0.4,17
2,17,0.4,21
3,17,0.4,21
1,11,0.5,11
2,11,0.5,12
3,11,0.5,11
1,19,0.1,19
2,19,0.1,105
3,19,0.1,96
1,18,0.2,18
2,18,0.2,61
3,18,0.2,38
1,14,0.3,13
2,14,0.3,26
3,14,0.3,24
1,18,0.4,18
2,18,0.4,23
3,18,0.4,18
1,19,0.5,21
2,19,0.5,37
3,19,0.5,19
1,11,0.1,13
2,11,0.1,48
3,11,0.1,48
1,13,0.2,13
2,13,0.2,62
3,13,0.2,35
1,11,0.3,10
2,11,0.3,13
3,11,0.3,19
1,10,0.4,9
2,10,0.4,7
3,10,0.4,13
1,10,0.5,11
2,10,0.5,12
3,10,0.5,10
1,11,0.1,11
2,11,0.1,39
3,11,0.1,44
1,15,0.2,13
2,15,0.2,87
3,15,0.2,35
1,17,0.3,19
2,17,0.3,34
3,17,0.3,29
1,17,0.4,18
2,17,0.4,28
3,17,0.4,18
1,12,0.5,15
2,12,0.5,20
3,12,0.5,12
1,16,0.1,19
2,16,0.1,74
3,16,0.1,72
1,11,0.2,11
2,11,0.2,17
3,11,0.2,26
1,15,0.3,15
2,15,0.3,44
3,15,0.3,24
1,15,0.4,10
2,15,0.4,20
3,15,0.4,18
1,19,0.5,18
2,19,0.5,28
3,19,0.5,19
1,10,0.1,9
2,10,0.1,36
3,10,0.1,46
1,11,0.2,9
2,11,0.2,26
3,11,0.2,26
1,12,0.3,19
2,12,0.3,17
3,12,0.3,21
1,18,0.4,16
2,18,0.4,38
3,18,0.4,23
1,13,0.5,15
2,13,0.5,20
3,13,0.5,13
1,14,0.1,14
2,14,0.1,81
3,14,0.1,49
1,16,0.2,18
2,16,0.2,56
3,16,0.2,46
1,19,0.3,17
2,19,0.3,21
3,19,0.3,30
1,17,0.4,22
2,17,0.4,23
3,17,0.4,18
1,10,0.5,6
2,10,0.5,18
3,10,0.5,10
1,13,0.1,13
2,13,0.1,75
3,13,0.1,69
1,15,0.2,17
2,15,0.2,47
3,15,0.2,43
1,14,0.3,10
2,14,0.3,28
3,14,0.3,25
1,17,0.4,12
2,17,0.4,21
3,17,0.4,25
1,12,0.5,8
2,12,0.5,17
3,12,0.5,12
1,16,0.1,15
2,16,0.1,99
3,16,0.1,65
1,16,0.2,17
2,16,0.2,55
3,16,0.2,38
1,17,0.3,20
2,17,0.3,36
3,17,0.3,35
1,15,0.4,18
2,15,0.4,33
3,15,0.4,18
1,16,0.5,20
2,16,0.5,20
3,16,0.5,16
1,13,0.1,11
2,13,0.1,51
3,13,0.1,67
1,14,0.2,14
2,14,0.2,42
3,14,0.2,25
1,14,0.3,14
2,14,0.3,44
3,14,0.3,22
1,13,0.4,10
2,13,0.4,27
3,13,0.4,16
1,10,0.5,6
2,10,0.5,12
3,10,0.5,10
1,15,0.1,12
2,15,0.1,114
3,15,0.1,112
1,17,0.2,11
2,17,0.2,61
3,17,0.2,66
1,14,0.3,10
2,14,0.3,25
3,14,0.3,19
1,15,0.4,16
2,15,0.4,18
3,15,0.4,19
1,14,0.5,14
2,14,0.5,31
3,14,0.5,14
1,18,0.1,19
2,18,0.1,82
3,18,0.1,87
1,14,0.2,17
2,14,0.2,40
3,14,0.2,33
1,18,0.3,20
2,18,0.3,41
3,18,0.3,30
1,10,0.4,7
2,10,0.4,12
3,10,0.4,12
1,12,0.5,13
2,12,0.5,10
3,12,0.5,12
1,13,0.1,14
2,13,0.1,85
3,13,0.1,71
1,13,0.2,16
2,13,0.2,51
3,13,0.2,26
1,17,0.3,14
2,17,0.3,78
3,17,0.3,30
1,10,0.4,10
2,10,0.4,14
3,10,0.4,12
1,13,0.5,12
2,13,0.5,21
3,13,0.5,13
1,16,0.1,15
2,16,0.1,85
3,16,0.1,56
1,15,0.2,18
2,15,0.2,34
3,15,0.2,40
1,17,0.3,18
2,17,0.3,35
3,17,0.3,30
1,16,0.4,18
2,16,0.4,19
3,16,0.4,21
1,10,0.5,10
2,10,0.5,16
3,10,0.5,10
1,17,0.1,16
2,17,0.1,98
3,17,0.1,95
1,14,0.2,12
2,14,0.2,85
3,14,0.2,29
1,14,0.3,12
2,14,0.3,20
3,14,0.3,27
1,15,0.4,16
2,15,0.4,23
3,15,0.4,16
1,11,0.5,10
2,11,0.5,15
3,11,0.5,11
1,18,0.1,19
2,18,0.1,71
3,18,0.1,68
1,13,0.2,12
2,13,0.2,35
3,13,0.2,44
1,18,0.3,24
2,18,0.3,45
3,18,0.3,33
1,16,0.4,16
2,16,0.4,21
3,16,0.4,22
1,18,0.5,11
2,18,0.5,19
3,18,0.5,18
1,16,0.1,20
2,16,0.1,99
3,16,0.1,59
1,11,0.2,8
2,11,0.2,47
3,11,0.2,35
1,18,0.3,16
2,18,0.3,47
3,18,0.3,28
1,14,0.4,13
2,14,0.4,21
3,14,0.4,21
1,12,0.5,11
2,12,0.5,17
3,12,0.5,12
1,18,0.1,22
2,18,0.1,124
3,18,0.1,119
1,18,0.2,13
2,18,0.2,42
3,18,0.2,41
1,14,0.3,12
2,14,0.3,33
3,14,0.3,25
1,14,0.4,12
2,14,0.4,21
3,14,0.4,19
1,19,0.5,22
2,19,0.5,24
3,19,0.5,19
1,18,0.1,23
2,18,0.1,82
3,18,0.1,81
1,15,0.2,15
2,15,0.2,47
3,15,0.2,38
1,18,0.3,16
2,18,0.3,34
3,18,0.3,37
1,10,0.4,8
2,10,0.4,20
3,10,0.4,12
1,19,0.5,18
2,19,0.5,20
3,19,0.5,19
1,19,0.1,16
2,19,0.1,137
3,19,0.1,114
1,17,0.2,17
2,17,0.2,59
3,17,0.2,54
1,14,0.3,17
2,14,0.3,24
3,14,0.3,32
1,15,0.4,16
2,15,0.4,22
3,15,0.4,19
1,10,0.5,8
2,10,0.5,17
3,10,0.5,10
1,15,0.1,15
2,15,0.1,100
3,15,0.1,84
1,12,0.2,13
2,12,0.2,118
3,12,0.2,30
1,17,0.3,22
2,17,0.3,25
3,17,0.3,20
1,12,0.4,19
2,12,0.4,11
3,12,0.4,15
1,10,0.5,8
2,10,0.5,14
3,10,0.5,10
1,14,0.1,17
2,14,0.1,109
3,14,0.1,101
1,13,0.2,13
2,13,0.2,39
3,13,0.2,30
1,12,0.3,20
2,12,0.3,9
3,12,0.3,29
1,12,0.4,10
2,12,0.4,29
3,12,0.4,14
1,12,0.5,9
2,12,0.5,15
3,12,0.5,12
1,13,0.1,15
2,13,0.1,83
3,13,0.1,51
1,14,0.2,17
2,14,0.2,41
3,14,0.2,34
1,14,0.3,13
2,14,0.3,24
3,14,0.3,19
1,13,0.4,11
2,13,0.4,19
3,13,0.4,16
1,17,0.5,11
2,17,0.5,29
3,17,0.5,17
1,15,0.1,15
2,15,0.1,85
3,15,0.1,104
1,15,0.2,12
2,15,0.2,44
3,15,0.2,35
1,12,0.3,14
2,12,0.3,27
3,12,0.3,28
1,19,0.4,16
2,19,0.4,35
3,19,0.4,26
1,17,0.5,24
2,17,0.5,25
3,17,0.5,17
1,14,0.1,15
2,14,0.1,113
3,14,0.1,49
1,12,0.2,12
2,12,0.2,67
3,12,0.2,34
1,10,0.3,8
2,10,0.3,20
3,10,0.3,19
1,17,0.4,18
2,17,0.4,33
3,17,0.4,19
1,14,0.5,11
2,14,0.5,22
3,14,0.5,14
1,13,0.1,15
2,13,0.1,66
3,13,0.1,51
1,17,0.2,19
2,17,0.2,55
3,17,0.2,41
1,17,0.3,19
2,17,0.3,42
3,17,0.3,33
1,14,0.4,16
2,14,0.4,27
3,14,0.4,16
1,16,0.5,13
2,16,0.5,10
3,16,0.5,16
1,17,0.1,17
2,17,0.1,149
3,17,0.1,72
1,13,0.2,15
2,13,0.2,30
3,13,0.2,34
1,18,0.3,15
2,18,0.3,36
3,18,0.3,31
1,16,0.4,19
2,16,0.4,31
3,16,0.4,17
1,19,0.5,20
2,19,0.5,27
3,19,0.5,19
1,15,0.1,14
2,15,0.1,56
3,15,0.1,80
1,12,0.2,15
2,12,0.2,38
3,12,0.2,27
1,18,0.3,12
2,18,0.3,75
3,18,0.3,39
1,11,0.4,8
2,11,0.4,25
3,11,0.4,17
1,10,0.5,8
2,10,0.5,8
3,10,0.5,10
1,16,0.1,17
2,16,0.1,153
3,16,0.1,100
1,11,0.2,12
2,11,0.2,54
3,11,0.2,20
1,11,0.3,10
2,11,0.3,27
3,11,0.3,16
1,18,0.4,14
2,18,0.4,26
3,18,0.4,22
1,17,0.5,21
2,17,0.5,16
3,17,0.5,17
1,18,0.1,20
2,18,0.1,80
3,18,0.1,67
1,11,0.2,9
2,11,0.2,28
3,11,0.2,33
1,15,0.3,14
2,15,0.3,24
3,15,0.3,24
1,15,0.4,13
2,15,0.4,35
3,15,0.4,17
1,11,0.5,19
2,11,0.5,11
3,11,0.5,11
1,19,0.1,21
2,19,0.1,145
3,19,0.1,86
1,13,0.2,20
2,13,0.2,50
3,13,0.2,38
1,16,0.3,16
2,16,0.3,38
3,16,0.3,24
1,16,0.4,19
2,16,0.4,15
3,16,0.4,23
1,19,0.5,11
2,19,0.5,18
3,19,0.5,19
1,16,0.1,13
2,16,0.1,58
3,16,0.1,66
1,19,0.2,14
2,19,0.2,38
3,19,0.2,67
1,19,0.3,25
2,19,0.3,44
3,19,0.3,35
1,17,0.4,15
2,17,0.4,34
3,17,0.4,20
1,13,0.5,16
2,13,0.5,15
3,13,0.5,13
1,18,0.1,18
2,18,0.1,137
3,18,0.1,90
1,11,0.2,10
2,11,0.2,42
3,11,0.2,18
1,19,0.3,17
2,19,0.3,40
3,19,0.3,29
1,10,0.4,13
2,10,0.4,16
3,10,0.4,14
1,19,0.5,16
2,19,0.5,17
3,19,0.5,19
1,16,0.1,15
2,16,0.1,56
3,16,0.1,135
1,15,0.2,13
2,15,0.2,95
3,15,0.2,35
1,17,0.3,21
2,17,0.3,35
3,17,0.3,33
1,12,0.4,12
2,12,0.4,17
3,12,0.4,15
1,18,0.5,13
2,18,0.5,24
3,18,0.5,18
1,11,0.1,10
2,11,0.1,76
3,11,0.1,44
1,17,0.2,13
2,17,0.2,46
3,17,0.2,50
1,11,0.3,14
2,11,0.3,27
3,11,0.3,21
1,16,0.4,17
2,16,0.4,21
3,16,0.4,25
1,18,0.5,22
2,18,0.5,37
3,18,0.5,18
1,11,0.1,11
2,11,0.1,75
3,11,0.1,34
1,16,0.2,16
2,16,0.2,64
3,16,0.2,56
1,14,0.3,15
2,14,0.3,32
3,14,0.3,25
1,19,0.4,26
2,19,0.4,31
3,19,0.4,25
1,15,0.5,14
2,15,0.5,18
3,15,0.5,15
1,13,0.1,13
2,13,0.1,50
3,13,0.1,52
1,14,0.2,19
2,14,0.2,33
3,14,0.2,50
1,11,0.3,10
2,11,0.3,16
3,11,0.3,17
1,18,0.4,18
2,18,0.4,20
3,18,0.4,20
1,10,0.5,7
2,10,0.5,13
3,10,0.5,10
1,16,0.1,15
2,16,0.1,81
3,16,0.1,89
1,19,0.2,21
2,19,0.2,25
3,19,0.2,40
1,12,0.3,14
2,12,0.3,27
3,12,0.3,25
1,12,0.4,12
2,12,0.4,9
3,12,0.4,16
1,10,0.5,7
2,10,0.5,12
3,10,0.5,10
1,13,0.1,12
2,13,0.1,97
3,13,0.1,81
1,17,0.2,18
2,17,0.2,97
3,17,0.2,41
1,11,0.3,14
2,11,0.3,34
3,11,0.3,12
1,12,0.4,11
2,12,0.4,22
3,12,0.4,14
1,12,0.5,9
2,12,0.5,13
3,12,0.5,12
1,12,0.1,13
2,12,0.1,91
3,12,0.1,65
1,13,0.2,11
2,13,0.2,40
3,13,0.2,36
1,14,0.3,14
2,14,0.3,40
3,14,0.3,30
1,12,0.4,13
2,12,0.4,19
3,12,0.4,12
1,14,0.5,10
2,14,0.5,15
3,14,0.5,14
1,10,0.1,9
2,10,0.1,25
3,10,0.1,68
1,19,0.2,18
2,19,0.2,48
3,19,0.2,72
1,19,0.3,18
2,19,0.3,25
3,19,0.3,33
1,17,0.4,17
2,17,0.4,43
3,17,0.4,26
1,19,0.5,19
2,19,0.5,23
3,19,0.5,19
1,19,0.1,18
2,19,0.1,133
3,19,0.1,88
1,19,0.2,18
2,19,0.2,73
3,19,0.2,47
1,11,0.3,11
2,11,0.3,17
3,11,0.3,20
1,11,0.4,6
2,11,0.4,10
3,11,0.4,15
1,16,0.5,17
2,16,0.5,32
3,16,0.5,16
1,16,0.1,16
2,16,0.1,185
3,16,0.1,85
1,15,0.2,17
2,15,0.2,47
3,15,0.2,28
1,19,0.3,17
2,19,0.3,32
3,19,0.3,32
1,18,0.4,21
2,18,0.4,56
3,18,0.4,21
1,15,0.5,16
2,15,0.5,21
3,15,0.5,15
1,17,0.1,15
2,17,0.1,112
3,17,0.1,99
1,17,0.2,19
2,17,0.2,92
3,17,0.2,35
1,11,0.3,13
2,11,0.3,38
3,11,0.3,17
1,17,0.4,19
2,17,0.4,27
3,17,0.4,21
1,14,0.5,10
2,14,0.5,20
3,14,0.5,14
1,10,0.1,10
2,10,0.1,51
3,10,0.1,70
1,14,0.2,16
2,14,0.2,49
3,14,0.2,37
1,14,0.3,13
2,14,0.3,28
3,14,0.3,28
1,11,0.4,10
2,11,0.4,21
3,11,0.4,15
1,18,0.5,15
2,18,0.5,34
3,18,0.5,18
1,15,0.1,15
2,15,0.1,159
3,15,0.1,86
1,14,0.2,19
2,14,0.2,67
3,14,0.2,30
1,17,0.3,16
2,17,0.3,41
3,17,0.3,30
1,18,0.4,23
2,18,0.4,18
3,18,0.4,23
1,11,0.5,9
2,11,0.5,22
3,11,0.5,11
1,17,0.1,19
2,17,0.1,98
3,17,0.1,84
1,15,0.2,15
2,15,0.2,37
3,15,0.2,40
1,12,0.3,9
2,12,0.3,26
3,12,0.3,22
1,15,0.4,9
2,15,0.4,29
3,15,0.4,15
1,15,0.5,17
2,15,0.5,16
3,15,0.5,15
1,17,0.1,17
2,17,0.1,147
3,17,0.1,102
1,11,0.2,12
2,11,0.2,29
3,11,0.2,27
1,13,0.3,9
2,13,0.3,21
3,13,0.3,17
1,18,0.4,17
2,18,0.4,22
3,18,0.4,21
1,12,0.5,11
2,12,0.5,9
3,12,0.5,12
1,11,0.1,9
2,11,0.1,66
3,11,0.1,59
1,16,0.2,16
2,16,0.2,43
3,16,0.2,37
1,10,0.3,9
2,10,0.3,25
3,10,0.3,18
1,10,0.4,7
2,10,0.4,12
3,10,0.4,12
1,18,0.5,13
2,18,0.5,46
3,18,0.5,18
1,13,0.1,11
2,13,0.1,111
3,13,0.1,33
1,18,0.2,16
2,18,0.2,44
3,18,0.2,50
1,18,0.3,15
2,18,0.3,30
3,18,0.3,34
1,19,0.4,14
2,19,0.4,51
3,19,0.4,24
1,12,0.5,16
2,12,0.5,9
3,12,0.5,12
1,18,0.1,16
2,18,0.1,121
3,18,0.1,104
1,11,0.2,12
2,11,0.2,45
3,11,0.2,37
1,10,0.3,9
2,10,0.3,40
3,10,0.3,19
1,19,0.4,26
2,19,0.4,29
3,19,0.4,24
1,14,0.5,24
2,14,0.5,22
3,14,0.5,14
1,14,0.1,15
2,14,0.1,80
3,14,0.1,80
1,11,0.2,12
2,11,0.2,46
3,11,0.2,21
1,15,0.3,15
2,15,0.3,34
3,15,0.3,31
1,15,0.4,22
2,15,0.4,19
3,15,0.4,19
1,12,0.5,8
2,12,0.5,10
3,12,0.5,12
1,12,0.1,13
2,12,0.1,38
3,12,0.1,52
1,19,0.2,16
2,19,0.2,53
3,19,0.2,57
1,11,0.3,21
2,11,0.3,26
3,11,0.3,14
1,18,0.4,13
2,18,0.4,21
3,18,0.4,22
1,13,0.5,9
2,13,0.5,21
3,13,0.5,13
1,15,0.1,15
2,15,0.1,122
3,15,0.1,68
1,17,0.2,16
2,17,0.2,65
3,17,0.2,54
1,11,0.3,13
2,11,0.3,23
3,11,0.3,19
1,19,0.4,24
2,19,0.4,25
3,19,0.4,27
1,15,0.5,15
2,15,0.5,11
3,15,0.5,15
1,15,0.1,17
2,15,0.1,211
3,15,0.1,88
1,11,0.2,10
2,11,0.2,38
3,11,0.2,23
1,17,0.3,16
2,17,0.3,43
3,17,0.3,29
1,18,0.4,11
2,18,0.4,37
3,18,0.4,24
1,13,0.5,12
2,13,0.5,12
3,13,0.5,13
1,18,0.1,17
2,18,0.1,210
3,18,0.1,104
1,18,0.2,26
2,18,0.2,42
3,18,0.2,40
1,19,0.3,19
2,19,0.3,45
3,19,0.3,36
1,17,0.4,22
2,17,0.4,17
3,17,0.4,20
1,14,0.5,15
2,14,0.5,18
3,14,0.5,14
1,11,0.1,14
2,11,0.1,46
3,11,0.1,54
1,16,0.2,17
2,16,0.2,44
3,16,0.2,53
1,17,0.3,18
2,17,0.3,47
3,17,0.3,32
1,18,0.4,25
2,18,0.4,24
3,18,0.4,26
1,19,0.5,16
2,19,0.5,22
3,19,0.5,19
1,12,0.1,14
2,12,0.1,79
3,12,0.1,69
1,14,0.2,16
2,14,0.2,79
3,14,0.2,33
1,18,0.3,19
2,18,0.3,32
3,18,0.3,31
1,11,0.4,12
2,11,0.4,12
3,11,0.4,12
1,13,0.5,15
2,13,0.5,9
3,13,0.5,13
1,12,0.1,13
2,12,0.1,63
3,12,0.1,49
1,17,0.2,17
2,17,0.2,62
3,17,0.2,41
1,19,0.3,20
2,19,0.3,26
3,19,0.3,35
1,17,0.4,18
2,17,0.4,23
3,17,0.4,22
1,18,0.5,18
2,18,0.5,23
3,18,0.5,18
1,13,0.1,12
2,13,0.1,52
3,13,0.1,72
1,14,0.2,16
2,14,0.2,74
3,14,0.2,23
1,10,0.3,13
2,10,0.3,30
3,10,0.3,15
1,11,0.4,16
2,11,0.4,12
3,11,0.4,12
1,16,0.5,22
2,16,0.5,18
3,16,0.5,16
1,19,0.1,17
2,19,0.1,89
3,19,0.1,70
1,16,0.2,16
2,16,0.2,47
3,16,0.2,49
1,10,0.3,6
2,10,0.3,22
3,10,0.3,19
1,11,0.4,10
2,11,0.4,13
3,11,0.4,15
1,16,0.5,13
2,16,0.5,22
3,16,0.5,16
1,12,0.1,12
2,12,0.1,66
3,12,0.1,65
1,17,0.2,20
2,17,0.2,26
3,17,0.2,42
1,14,0.3,21
2,14,0.3,27
3,14,0.3,20
1,14,0.4,13
2,14,0.4,20
3,14,0.4,16
1,12,0.5,10
2,12,0.5,23
3,12,0.5,12
1,12,0.1,12
2,12,0.1,109
3,12,0.1,59
1,10,0.2,9
2,10,0.2,43
3,10,0.2,25
1,16,0.3,18
2,16,0.3,22
3,16,0.3,25
1,17,0.4,14
2,17,0.4,33
3,17,0.4,23
1,13,0.5,15
2,13,0.5,15
3,13,0.5,13
1,15,0.1,16
2,15,0.1,98
3,15,0.1,64
1,15,0.2,17
2,15,0.2,72
3,15,0.2,36
1,17,0.3,28
2,17,0.3,34
3,17,0.3,28
1,12,0.4,12
2,12,0.4,20
3,12,0.4,16
1,18,0.5,15
2,18,0.5,17
3,18,0.5,18
1,14,0.1,14
2,14,0.1,46
3,14,0.1,77
1,13,0.2,14
2,13,0.2,26
3,13,0.2,30
1,19,0.3,18
2,19,0.3,46
3,19,0.3,36
1,19,0.4,32
2,19,0.4,30
3,19,0.4,25
1,16,0.5,20
2,16,0.5,15
3,16,0.5,16
1,12,0.1,11
2,12,0.1,72
3,12,0.1,80
1,11,0.2,11
2,11,0.2,24
3,11,0.2,27
1,10,0.3,9
2,10,0.3,33
3,10,0.3,15
1,13,0.4,15
2,13,0.4,23
3,13,0.4,15
1,13,0.5,11
2,13,0.5,21
3,13,0.5,13
1,13,0.1,10
2,13,0.1,93
3,13,0.1,59
1,11,0.2,13
2,11,0.2,19
3,11,0.2,50
1,19,0.3,16
2,19,0.3,38
3,19,0.3,30
1,10,0.4,8
2,10,0.4,11
3,10,0.4,13
1,11,0.5,9
2,11,0.5,26
3,11,0.5,11
1,14,0.1,12
2,14,0.1,79
3,14,0.1,62
1,16,0.2,12
2,16,0.2,45
3,16,0.2,36
1,16,0.3,22
2,16,0.3,33
3,16,0.3,25
1,12,0.4,17
2,12,0.4,13
3,12,0.4,18
1,14,0.5,18
2,14,0.5,16
3,14,0.5,14
1,10,0.1,11
2,10,0.1,66
3,10,0.1,59
1,13,0.2,12
2,13,0.2,47
3,13,0.2,42
1,18,0.3,25
2,18,0.3,53
3,18,0.3,25
1,17,0.4,22
2,17,0.4,23
3,17,0.4,21
1,11,0.5,23
2,11,0.5,19
3,11,0.5,11
1,15,0.1,15
2,15,0.1,127
3,15,0.1,79
1,17,0.2,19
2,17,0.2,45
3,17,0.2,48
1,18,0.3,20
2,18,0.3,38
3,18,0.3,21
1,18,0.4,22
2,18,0.4,28
3,18,0.4,22
1,17,0.5,16
2,17,0.5,21
3,17,0.5,17
1,17,0.1,19
2,17,0.1,197
3,17,0.1,86
1,14,0.2,13
2,14,0.2,34
3,14,0.2,33
1,19,0.3,16
2,19,0.3,41
3,19,0.3,37
1,16,0.4,16
2,16,0.4,25
3,16,0.4,21
1,11,0.5,15
2,11,0.5,17
3,11,0.5,11
1,14,0.1,14
2,14,0.1,89
3,14,0.1,38
1,11,0.2,8
2,11,0.2,52
3,11,0.2,33
1,14,0.3,19
2,14,0.3,44
3,14,0.3,18
1,15,0.4,13
2,15,0.4,19
3,15,0.4,20
1,19,0.5,17
2,19,0.5,20
3,19,0.5,19
1,16,0.1,21
2,16,0.1,86
3,16,0.1,88
1,17,0.2,18
2,17,0.2,59
3,17,0.2,38
1,19,0.3,18
2,19,0.3,73
3,19,0.3,31
1,18,0.4,15
2,18,0.4,19
3,18,0.4,23
1,13,0.5,8
2,13,0.5,18
3,13,0.5,13
1,15,0.1,12
2,15,0.1,139
3,15,0.1,79
1,18,0.2,20
2,18,0.2,60
3,18,0.2,52
1,12,0.3,10
2,12,0.3,30
3,12,0.3,20
1,18,0.4,22
2,18,0.4,28
3,18,0.4,19
1,12,0.5,8
2,12,0.5,15
3,12,0.5,12
1,13,0.1,12
2,13,0.1,97
3,13,0.1,75
1,17,0.2,14
2,17,0.2,35
3,17,0.2,47
1,12,0.3,12
2,12,0.3,15
3,12,0.3,20
1,13,0.4,14
2,13,0.4,19
3,13,0.4,19
1,16,0.5,14
2,16,0.5,17
3,16,0.5,16
1,19,0.1,17
2,19,0.1,128
3,19,0.1,112
1,14,0.2,15
2,14,0.2,78
3,14,0.2,29
1,18,0.3,23
2,18,0.3,72
3,18,0.3,27
1,11,0.4,10
2,11,0.4,24
3,11,0.4,12
1,10,0.5,6
2,10,0.5,9
3,10,0.5,10
1,17,0.1,20
2,17,0.1,56
3,17,0.1,70
1,15,0.2,11
2,15,0.2,45
3,15,0.2,41
1,12,0.3,16
2,12,0.3,14
3,12,0.3,17
1,10,0.4,6
2,10,0.4,15
3,10,0.4,11
1,12,0.5,9
2,12,0.5,18
3,12,0.5,12
1,13,0.1,11
2,13,0.1,56
3,13,0.1,65
1,15,0.2,14
2,15,0.2,39
3,15,0.2,40
1,19,0.3,19
2,19,0.3,40
3,19,0.3,34
1,12,0.4,11
2,12,0.4,12
3,12,0.4,15
1,14,0.5,15
2,14,0.5,14
3,14,0.5,14
1,18,0.1,15
2,18,0.1,245
3,18,0.1,90
1,12,0.2,10
2,12,0.2,42
3,12,0.2,32
1,14,0.3,17
2,14,0.3,20
3,14,0.3,24
1,16,0.4,20
2,16,0.4,17
3,16,0.4,20
1,12,0.5,15
2,12,0.5,19
3,12,0.5,12
1,12,0.1,11
2,12,0.1,81
3,12,0.1,68
1,16,0.2,14
2,16,0.2,80
3,16,0.2,48
1,18,0.3,23
2,18,0.3,18
3,18,0.3,32
1,16,0.4,21
2,16,0.4,63
3,16,0.4,22
1,14,0.5,13
2,14,0.5,19
3,14,0.5,14
1,17,0.1,18
2,17,0.1,90
3,17,0.1,87
1,11,0.2,10
2,11,0.2,72
3,11,0.2,23
1,11,0.3,7
2,11,0.3,23
3,11,0.3,19
1,13,0.4,12
2,13,0.4,24
3,13,0.4,18
1,10,0.5,14
2,10,0.5,9
3,10,0.5,10
1,18,0.1,19
2,18,0.1,105
3,18,0.1,112
1,12,0.2,12
2,12,0.2,43
3,12,0.2,31
1,17,0.3,15
2,17,0.3,35
3,17,0.3,40
1,18,0.4,22
2,18,0.4,29
3,18,0.4,26
1,18,0.5,25
2,18,0.5,20
3,18,0.5,18
1,11,0.1,9
2,11,0.1,77
3,11,0.1,42
1,11,0.2,11
2,11,0.2,38
3,11,0.2,20
1,12,0.3,13
2,12,0.3,21
3,12,0.3,22
1,18,0.4,12
2,18,0.4,30
3,18,0.4,25
1,15,0.5,15
2,15,0.5,27
3,15,0.5,15
1,19,0.1,20
2,19,0.1,103
3,19,0.1,69
1,12,0.2,17
2,12,0.2,37
3,12,0.2,29
1,17,0.3,15
2,17,0.3,28
3,17,0.3,26
1,11,0.4,8
2,11,0.4,23
3,11,0.4,19
1,10,0.5,12
2,10,0.5,8
3,10,0.5,10
1,11,0.1,12
2,11,0.1,63
3,11,0.1,75
1,19,0.2,24
2,19,0.2,63
3,19,0.2,39
1,11,0.3,9
2,11,0.3,22
3,11,0.3,22
1,10,0.4,8
2,10,0.4,22
3,10,0.4,16
1,19,0.5,21
2,19,0.5,35
3,19,0.5,19
1,10,0.1,9
2,10,0.1,51
3,10,0.1,32
1,11,0.2,11
2,11,0.2,26
3,11,0.2,36
1,10,0.3,16
2,10,0.3,31
3,10,0.3,29
1,18,0.4,14
2,18,0.4,46
3,18,0.4,21
1,10,0.5,7
2,10,0.5,9
3,10,0.5,10
1,10,0.1,10
2,10,0.1,90
3,10,0.1,30
1,12,0.2,9
2,12,0.2,42
3,12,0.2,31
1,15,0.3,15
2,15,0.3,34
3,15,0.3,28
1,18,0.4,13
2,18,0.4,25
3,18,0.4,25
1,18,0.5,22
2,18,0.5,22
3,18,0.5,18
1,14,0.1,12
2,14,0.1,41
3,14,0.1,66
1,12,0.2,11
2,12,0.2,35
3,12,0.2,16
1,19,0.3,19
2,19,0.3,48
3,19,0.3,36
1,12,0.4,13
2,12,0.4,10
3,12,0.4,16
1,13,0.5,12
2,13,0.5,9
3,13,0.5,13
1,15,0.1,16
2,15,0.1,101
3,15,0.1,77
1,18,0.2,19
2,18,0.2,43
3,18,0.2,48
1,18,0.3,18
2,18,0.3,53
3,18,0.3,28
1,18,0.4,12
2,18,0.4,29
3,18,0.4,21
1,15,0.5,13
2,15,0.5,19
3,15,0.5,15
1,12,0.1,14
2,12,0.1,106
3,12,0.1,55
1,19,0.2,23
2,19,0.2,56
3,19,0.2,51
1,12,0.3,11
2,12,0.3,25
3,12,0.3,25
1,16,0.4,21
2,16,0.4,15
3,16,0.4,20
1,14,0.5,15
2,14,0.5,13
3,14,0.5,14
1,13,0.1,14
2,13,0.1,44
3,13,0.1,57
1,16,0.2,16
2,16,0.2,36
3,16,0.2,25
1,15,0.3,15
2,15,0.3,31
3,15,0.3,21
1,14,0.4,25
2,14,0.4,12
3,14,0.4,14
1,16,0.5,18
2,16,0.5,33
3,16,0.5,16
